004f70e98285e76b7354b346198aaffa;{name1} and {name count others} loved {product1} and {product count other products} on {megusta.do}.;{name1} y {name count others} aman {product1} y {product count other products} en {megusta.do}.
01a3d1db8e40a3cfe130a4ae7ffa29d3;{name1} and {name2} wanted this.;
0260d670c61f4c31bf2e544509000472;{name1} and {name count} others loved this.;{name1} y {name count} otros aman esto.
f7f8de93527c2469839659575edc2f65;{product count} products;{product count} productos
026a4bc285e459a1ed209505e8110482;{name1} and {name count others} wished for a product on {megusta.do}.;{name1} y {name count others} desean un producto en {megusta.do}.
026b62e3ed869a8b2072eef6138ddc86;{name1} is suggesting {product1} and {product count other products} on {megusta.do}.;
02809763922dcedb41e1be241a8e0790;{name} had a product on {application}.;{name} tiene un producto en {application}.
fd8b2c5342db66d1ef83e0ccb824c427;{product count} other products;{product count} otros productos
0328894ae12405e190207a0f2b54664b;{name1} wished for {product1} on {megusta.do}.;{name1} desea {product1} en {megusta.do}.
039cc1fb09a61f1cb87069b5d218c0e4;{name1} and {name count others} wanted {product count products} for birthday ({birthday}) on {megusta.do}.;
03ee1c0f943be87b1124499c0b60225e;{name1} is loving {product1} on {megusta.do}.;
0403fab403020177841c2089cb799bad;{name1} and {name2} wished for {product1} and {product2} on {megusta.do}.;{name1} y {name2} desean {product1} y {product2} en {megusta.do}.
052d24cfe0c0ab8eb2f318bff2275f92;{name1} and {name count others} loved a product on {megusta.do}.;{name1} y {name count others} aman un producto en {megusta.do}.
ff5e270e61a3297276c94cb5449d0fb8;{name count} others;{name count} otros
05b48b484a2e128fffe2cf77b7b35ebd;a product he wished for;un producto que él desea
05b78d7a1fd6a02184d2f3771f9e98df;{name1} and {name2} asked you for {=[count] contents and other requests}.;
05ddcb9691b2b7bd403fe0c60ba155fb;{name1} and {name2} loved this.;{name1} y {name2} aman esto.
0692eef059daabb5556f2cfd4aa2678d;{name} asked you for {=[count] products and other requests}.;
07453e9f4312b0cc2e2e967014d89918;{name1} is wanting {product1} and {product2} on {megusta.do}.;
07ea3e2787f74f0a711405c2a2f3a7da;{name1} and {name count others} are thinking about {product count products} on {megusta.do}.;
080a8c277882b35416b92d752f386e85;You and {name1} thought about this.;Usted y {name1} pensaron algo sobre esto.
08fa02a373c42bc1ffcfca0155232ee0;You and 1 other wanted this.;
091e268b646b60efd83b77e7d08ba32b;{name1} and {name2} sent you {=a content and other requests}.;
094ef7fd90d36c3cf221ffac444ceffc;{name} asked you for {=a product}.;
0960246544e618f7e735bb36e8303490;{name1} and {name count others} wanted {product1} and {product count other products} on {megusta.do}.;
d3d6e8564ca5d617e86765d19e869573;a content and other requests;
0adc4067b0c27065212e9fc6602a2164;{name1} and {name count others} are having {product1} and {product count other products} on {megusta.do}.;
0b219e7ec695f63a407863416a3060fc;{name} wished for {number} products on {application}.;{name} desea {number} productos en {application}.
0bd835ab429bea6b23f0742f1d74d6e7;{name} sent you {=a content and other requests}.;
0beb6758fe06869f99fe14a7a151221c;{name1} and {name count others} are thinking about {product1} on {megusta.do}.;
675ac1493f6bc3901164134c8996b3bc;1 content;1 contenido
0d6ab79e8c6ab3d02349e00039b7fb31;{name1} and {name count others} are wanting a product on {megusta.do}.;
0d88a16b54802ccd0266632c1cd90816;{name1} is wishing for {product1} and {product2} on {megusta.do}.;
0e43b5a44084d0630f04de4c23133fe8;{name1} and {name2} thought about a product on {megusta.do}.;{name1} y {name2} pensaron algo sobre un producto en {megusta.do}.
0ebcfb9d06e61c3d50c3430d6b30a0cd;{name1} and {name count others} are wanting {product1} and {product count other products} on {megusta.do}.;
0ec9eeac1c7a714c17bb8d36f835684b;{name1} and {name count others} are suggesting a product on {megusta.do}.;
0f926eb64abf2d441a58b6af312dcb9b;{name1} and {name2} suggested a product on {megusta.do}.;{name1} y {name2} recomiendan un producto en {megusta.do}.
0f9a24808340d55640c2de2b5e3a3295;{name} had {number} products.;{name} tiene {number} productos.
0fa9edb68493c0bb552d2ebd2fd693c8;{name1} and {name count others} loved {product count products} on {megusta.do}.;{name1} y {name count others} aman {product count products} en {megusta.do}.
1048c8df7611ca9ea93922eea0a4f8d3;{name1} and {name2} had {product count products} on {megusta.do}.;{name1} y {name2} tienen {product count products} en {megusta.do}.
11107c4a4110014c0e625dccfac42593;{number} others wished for this. Be the first of your friends.;{number} otros desean esto. Sé el primero de tus amigos.
116bd723530c2d004420e6f3083e4d2e;{name1} and {name count others} wanted {product1} for birthday ( {birthday} ) on {megusta.do}.;
1175823715e2f9435a3ebc1530fd52eb;{name1} suggested {product count products} on {megusta.do}.;{name1} recomienda {product count products} en {megusta.do}.
119b7eeeee975394bcdc4b7b482be4f3;products she wished for;productos que ella desea
11c27d29d05eae684df32a0de88e5369;{name} is wanting {number} products on {application}.;
12214acb1b8821f54e87adaa3a2a13ef;a product you loved;un producto que usted ama
f70b9c2eba901784372428d9eeec28b4;a product;un producto
16031fe5253647c9b4a726929dee4752;{name1} is wishing for {product count products} on {megusta.do}.;
1730c0caf032de15c7d2da5fba718c10;{name1} and {name2} are thinking about a product on {megusta.do}.;
1742d0410e8421f5b43d684188e0cd48;{name1} is wishing for a product on {megusta.do}.;
183d04f55bd9a43740bc5c5f44875c65;{name} had a product.;{name} tiene un producto en {application}.
1867222a15801cd470ffab5b5fea8fbe;{name} is having {number} products on {application}.;
f2ace12286df5e5bc28eac65cbfed52f;{count} contents and other requests;
18ba6228cd1c64efba63e56cc0d79ae7;{name1} and {name count others} sent you {=a product and other requests}.;
19245d6638fdb6de1c86d03c45ed4c20;{name1} and {name2} are wanting {product1} and {product count other products} on {megusta.do}.;
1957f8dc3a2206e0edc34af5e6aef500;1 other wished for this.;Alguien más desea esto.
19c6a7641f8b280419c268af282a8625;{name} sent you {=a product}:;
1a835191dedda1d89ecf281f5b0e16e0;a product {name} thought about;un producto sobre el que {name} pensó algo
1bae2842cf973b7a1236ac16766fd4e1;{name1} wanted {product1} and {product count other products} for birthday ({birthday}) on {megusta.do}.;
fe1f14a9258530f567caf28c7cd91003;{count} products;{count} productos
1c6d314037b80f18188dc59f933ff329;{name1} wished for {product1} and {product2} on {megusta.do}.;{name1} desea {product1} y {product2} en {megusta.do}.
1cf262c89ba7a2d8583fb8b864edb39c;products they thought about;produtos sobre los cuales ellos pensaron algo
1d0ced8fd825fda04da3f12b03dfd48f;{name1} and {name2} loved {product1} and {product count other products} on {megusta.do}.;{name1} y {name2} aman {product1} y {product count other products} en {megusta.do}.
1e31876c1cfa98b6df374024bd560a0f;{name1} and {name2} loved {product1} and {product2} on {megusta.do}.;{name1} y {name2} aman {product1} y {product2} en {megusta.do}.
1e7cb3960020e785ff6f9e4af860a361;{name1} and {name count others} sent you {=a content and other requests}.;
1e92e3727b52faaafe9ee084cfc84b41;{name1} and {name2} are wanting {product count products} on {megusta.do}.;
1f69f4ce09f3968c5bd9f2d0e0d1956c;{name1} and {name count others} wanted a product on {megusta.do}.;
1f771203cc7a6f62e2cf9c9df4e2dd06;{name1} and {name2} sent you {=a product}.;
1fe6328f3528def3ff543323ff8027af;Is wishing for {product1}.;
1ffbd9751c7927cd4bbb905ee9014834;{name1} and {name2} are having {product count products} on {megusta.do}.;
206d201bc8ffa198245bc5b306ce5e0f;{name1} loved {product1} on {megusta.do}.;{name1} ama {product1} en {megusta.do}.
208a3fb081ce6adf19dbefb1e31b524e;a product you had;un producto que usted tiene
20c22385c7c56264d9bf0489e4fa181a;You and 1 other thought about this.;Usted y alguien pensaron algo sobre esto.
211ef109d894482d0ad8dbf7b564f211;{name1} and {name count others} asked you for {=a product}.;
21b822962cd4a48107fa8df5fccfbb93;products you wanted;
21e5a0498886d5d8931ba872a23e8a47;a product he thought about;un producto sobre el que él ha pensado algo
229fc75b1ae97e4c9cedf4af86ff3d0f;{name1} had this.;{name1} tienen esto.
23ca8d077114bc2b48f54d7022240346;{name} is thinking about a product on {application}.;
ff2d9fbcea8345a52d43a42ed4ee290c;{count} products and other requests;
254bdc78435cb2c2cba729f219188e2d;Be the first of your friends who is wishing for this.;
25afacd2aea7b46bb9c8d08eb74c0515;{name1} is thinking about {product count products} on {megusta.do}.;
25c8ec0561feb6651330341b58fdc4ed;Be the first of your friends who is thinking about this.;
26767d37a0bc6815306c508e4efe1434;You and 1 other suggested this.;Usted y alguien más recomienda esto.
26a0a99d8eb3e860c631e6ce0498d295;{name1} and {name2} thought about {product1} on {megusta.do}.;{name1} y {name2} pensaron algo sobre {product1} en  {GetSocial C ac} en {megusta.do}.
271e0c8102219bdb580be9ad6ff60bc6;{name1} and {name count others} suggested {product1} and {product2} on {megusta.do}.;{name1} y {name count others} recomiendan {product1} y {product2} en {megusta.do}.
282918e19b6ae61b410b129e00979314;Suggested {product1}.;Recomiendo {product1}.
289d9ca594f4228ea90bc96d062ed4e7;{name1} and {name count others} had {product count products} on {megusta.do}.;{name1} y {name count others} tienen {product count products} en {megusta.do}.
295eb857c74c59ae271894cbcd1f11af;{name1} and {name count others} are wishing for {product1} and {product count other products} on {megusta.do}.;
2a034c2741abe563ceb6aa8d7b9e7d8e;{name1} and {name2} suggested {product count products} on {megusta.do}.;{name1} y {name2} recomiendan {product count products} en {megusta.do}.
2a740fd2fb68fa5c0e0d7bdd54b03569;your product;su producto
ece909968ed32291f73dd2f08e40c491;a content;un contenido
2b23a941fda5b53d45380ab38bd2637d;{name1} and {name count others} suggested {product1} on {megusta.do}.;{name1} y {name count others} recomiendan {product1} en {megusta.do}.
2b6b8ecf901e9c902fa1a8f23f85192e;{name1} and {name count others} thought about {product1} and {product2} on {megusta.do}.;{name1} y {name count others} pensaron algo sobre {product1} y {product2} en {megusta.do}.
2c1029bc83ef7e0ac15e36a818bc8a2c;I want this for my Birthday ({birthday1})!;
2c2c0d298e4d91f2114bb2d9546a8b21;a product he loved;un producto que él ama
2cadf1d41a070ba930162b2564df70c8;{name1} had {product1} and {product count other products} on {megusta.do}.;{name1} tiene {product1} y  {product count other products} en {megusta.do}.
2ce3b2ae8b878cf5ac8597719f85cf74;{name} asked you for {=a content}:;
2d0964f63f17052b26a6765ff74f8833;{name1} is suggesting {product1} on {megusta.do}.;
2d656e4d661473418773208c8972ad57;{name1} loved a product on {megusta.do}.;{name1} ama un producto en {megusta.do}.
2d938d0049543b374cbae00c608d4efc;{name} wanted {number} products for birthday ({birthday}).;
2e32105ba22dca4cac19cee203edc00d;{name1} wanted a product for birthday ({birthday}) on {megusta.do}.;
2e87b63e1562e4744498038f0c14f636;{name} asked you for {=[count] contents and other requests}.;
2f02771d5dc24533143316cbac5fb0e5;{name1} and {name count others} wished for {product count products} on {megusta.do}.;{name1} y {name count others} desean {product count products} en {megusta.do}.
2f482604ad6d939cf202d3579db193d7;{name1} and {name count others} sent you {=[count] products}.;
2fbf7a3398ebd9734f9fc42261fbf075;You and {name count} others suggested this.;Usted y {name count} otros recomiendan esto.
303b3962ef60a2d7b42863d1f7e06a3d;Add your contents to your timeline.;Agregue sus contenidos a su línea de tiempo.
30c6c70428b3e6b104f0a7ef7c6305bf;{name1} suggested {product1} and {product2} on {megusta.do}.;{name1} recomienda {product1} y {product2} en {megusta.do}.
314c6df380f4580516ffaf3ba64efb34;{name1} and {name count others} wished for {product1} on {megusta.do}.;{name1} y {name count others} desean {product1} en {megusta.do}.
3193adcbd9d8ff457ed575f18d6131b1;{name1} and {name2} are loving {product1} on {megusta.do}.;
32f749d3e164876e470f6b2c694eba0e;{name} sent you {=a content}:;
3347925f450647ddaf4c8e9639882641;You and {number} others had this.;Usted y {number} otros tienen esto.
3475234bf6ed08954aab8f3073584d80;{name1} is suggesting a product on {megusta.do}.;
34792aabc6d396b3feaacfebc3d2d78d;{name1} is loving {product1} and {product2} on {megusta.do}.;
34b8804ac3f3d799472ff6c0f30d4ab0;Had {product1}.;Tiene {product1}.
36c5b872fc18cea96fb3e94f26dcf8e0;{name1} and {name2} had this.;{name1} y {name2} tienen esto.
36ebaf3230f26fd8fe623da0584bdec3;{name1} and {name2} sent you {=a product and other requests}.;
37162e25b885deeb13db4cc3732a2f81;{name1} and {name2} had {product1} and {product2} on {megusta.do}.;{name1} y {name2} tienen {product1} y {product2} en {megusta.do}.
3769c67bf29c01a66d2f6e97b2c91fc4;You and {name count} others wished for this.;Usted y {name count} otros desean esto.
3773490faad53107cc91708e12df97be;{name1} suggested {product1}.;{name1} recomienda {product1}.
38074bb229a5e64efbdae8ae1207851b;{name1} and {name count others} are thinking about {product1} and {product count other products} on {megusta.do}.;
391abbbfd538cb36998bdcf2dcc24bbb;Be the first of your friends who is suggesting this.;
39e99b17de8bb7450360975d9228198a;{name1} is wishing for {product1} on {megusta.do}.;
39f9a3210aedf5172eff279b8e3079ff;{name1} and {name count others} are wishing for {product count products} on {megusta.do}.;
3a23075b69f5244fc4b58a443c79b1dd;products he wanted;
3a4962bb28a1d9d5c20a691ceb72fc67;{name} is wishing for a product on {application}.;
3ac3b9b4d2e5251cd5a7d766ed025405;{name1} and {name count others} are loving {product1} and {product count other products} on {megusta.do}.;
3c307d5946084d0452ddc4becd490efb;{name1} and {name count others} asked you for {=a content}.;
409e95ce37f81cffd61cf3cb81a1ad0f;You and 1 other loved this.;Usted y alguien más ama esto.
4208d9457db0c60438b2852e743cc5d4;You and {number} others wanted this.;
429277bfade16cd8d28b45e5cb408653;products she had;productos que ella tiene
4313fdb27e8690336bfa6f62f22674a0;You wished for this.;Usted desea esto.
439f2f9537844e29355eb09fb3b1d32a;{name1} and {name count others} wanted a product for birthday ({birthday}) on {megusta.do}.;
43b56c7496a2e08f01d45b20512fc736;{name1} wanted {product1} and {product2} for birthday ({birthday}) on {megusta.do}.;
4445947a9379b51d5ca2fa93ac3cd31d;You and {name1} wanted this.;
44c6661c15d0d87607c56bbab1526c55;{name1} and {name count others} thought about {product count products} on {megusta.do}.;{name1} y {name count others} pensaron algo sobre {product count products} en {megusta.do}.
4568d482050b9f7b4f6c2f883905996b;Is suggesting {product1}.;
459c31bc825acd09881e6bf3b71d37dc;{name1} and {name count others} are wishing for a product on {megusta.do}.;
45b21e364e130aad052e63c6470243ba;{name1} loved {product1} and {product count other products} on {megusta.do}.;{name1} ama {product1} y {product count other products} en {megusta.do}.
45f5a9d4cbe9d8c80b15058a73350975;Be the first of your friends who is having this.;
46007e274c9b36a47367816ee69dc722;a product he had;un producto que él tiene
8acba4630f44d0565fffa79d155b1815;1 product;1 producto
47104b6c7f599098af611e821424b311;{name1} and {name2} wanted {product count products} on {megusta.do}.;
47b3f2d5df84ffa5c728329978622445;a product they thought about;un producto sobre el que ellos han pensado algo
47cb54a9a821baac23b38e90984899e9;a product {name} suggested;un producto que {name} recomienda
48dc78cb2f84bf3a0616143d059c8799;{name1} thought about {product count products} on {megusta.do}.;{name1} pensó algo sobre {product count products} en {megusta.do}.
498e55eca51318408b18601d3a561c81;{name1} and {name2} wanted a product for birthday ({birthday}) on {megusta.do}.;
49ca4a89acb957562b483e1d477e99f0;{name1} and {name count others} asked you for {=a product and other requests}.;
49d4251a8f623fbdaad6900408009c38;1 other suggested this. Be the first of your friends.;Alguien más recomienda esto. Sé el primero de tus amigos.
49d6a9a7d6b1d40a46deabf10a32d6c8;a product {name} wanted;
4a55d546c4bc49e794ca149f0d68b222;{name1} wanted {product1} for birthday ({birthday}) on {megusta.do}.;
4a8d6caa8fe5f8af04bdc78492dcd2b8;{name1} and {name2} thought about {product1} and {product2} on {megusta.do}.;{name1} y {name2} pensaron algo sobre {product1} y {product2} en {megusta.do}.
4af023b3927af0cad0cde69d9b98dc1b;You and {name1} suggested this.;Usted y {name1} recomiendan esto.
4b20c585e030fb52612b378cab05ada9;{name1} and {name2} are loving {product1} and {product count other products} on {megusta.do}.;
4b355ef91205d806fb75b1f8114ab86e;products he had;productos que él tiene
4b3960a58e22298aa62415d133ed4b01;{name} loved {number} products on {application}.;{name} ama {number} productos en {application}.
4b3e18abc6b87a77763159355bcf7e5b;{number} others loved this.;{number} otros aman esto.
4b847e8e1670193f2ec2738875838cf4;{name1} wished for this.;{name1} desea esto.
4bb06206285034b7166492bc73da3505;a product she loved;un producto que ella ama
4d119c15f7559d17afb0e730d56103eb;{name} is loving {number} products.;
4d6a87ad507d28772ddb35597cbb32c2;{number} others loved this. Be the first of your friends.;{number} otros aman esto. Se el primero de tus amigos.
