feeb1bea5dddbc97dbcb3f691807c3df;;{name count} otros
022552e9f65eb5b8230977c0b3a2f53d;;{name} se opone a un contenido.
faa8f058924e5bfb9dff08d78c9d3159;;{product count} productos
ffd527e0d6926b0c367bbb5bc0a6513d;;{content count} contenidos
03b22a87aebcbcb52b03cacc1f4ce946;;Ha respetado a {content1}  en {GetSocial C ac}.
03e70af99ddf548187f0a90c65e3bc3d;;{name} aplaudió un contenido.
06d91db5d073e7859ac11628dd9c8807;;{name1} ha respetado esto.
07451ce3fdafc885585ed8ff60cc1d85;;Ama {product1} en {GetSocial C ac}.
fcb0f78b2a047b3ebefd39cc8c41a898;;{product count} otros productos
0821c9d87c9be6d53411be15f546717a;;Se rió a carcajadas de {product1}.
ff23720749e36e7c536954a2771042d0;;{content count} otros contenidos
0ad856edd8f4637e971d706d5ec6dd10;;{name1} apoya {content1}.
0ba70b88709f2e82ab236d1b6a1893b6;;{name} apoya un contenido.
0c52d8ec5d507aeac94b208c26f3579f;;Aprobó {content1} en {GetSocial C ac}.
0e65f4145c964a11220983cf5266a839;;{name1} le sonrió a esto.
0eebe7cbddb7d9ab7981aa071e590d59;;Ama {content1} en {GetSocial C ac}.
10eda0dba01178265f8a760005c5a739;;{name} aplaudió {number} contenidos.
1380fd558278b7f36421dcca049a0642;;{name} protesta en contra de {number} contenidos en {application}.
1423feccccaca696f3a81240a4852ac0;;{name} se rió a carcajadas de un contenido.
147986a7a48ff009e7d93d22791e9b0a;;{name1} quiere {product1}.
15555a4db9d00aad5efcf12b6940b907;;{name1} ha respetado {content1}.
17dedcbd5869445ff3d9fe7623566327;;Alguién más le sonrió a esto.
183d04f55bd9a43740bc5c5f44875c65;;{name} tiene un producto en {application}.
1989eedc977e6bb5f9e0bc5811b9362a;;{name1} necesita {product1}.
1add8ebf9f8cb13a242b4bb2939b6c6b;;{name} ha respetado un contenido.
1bbef37b45e05740ab03404bf12b92e2;;{name1} desaprueba esto.
1e3e4421f34fd33cb07fe293075154f3;;{number} otros se rieron a carcajadas de esto.
1e9d8db53d114e7329bc9d0e1c3fcd45;;{name1} le sonrió a {product1}.
1fbc66f2dcf3d2bde82de29c1a6e5ee6;;{name} ha reaccionado a un contenido.
21acda53b63f277d5966ca5ac78ad7e5;;{name} se rió a carcajadas de {number} productos.
26210157e1e6843e2eb4ee673db363b5;;{name} le sonrió a {number} contenidos en {application}.
28211296324a8680a2667fb92f331ba3;;Ha reaccionado a {product1}  en {GetSocial C ac}.
29a95a2998d291a45ae50ad673754ec7;;Protesta en contra de {content1} en {GetSocial C ac}.
2bd0ec58fa3666c519e0d64d8681a7ca;;Pensó algo sobre {product1} en {GetSocial C ac}.
2d1c29ddc7f3f49c148efe983f450dd0;;Protesta en contra de {content1} en {GetSocial C ac}.
2d22b02dc78f5459351cc1d5caa2a217;;{name} solicita {number} productos.
2d5984d7bced014fb762946175995682;;1 otro ha reaccionado a esto.
2db6659eafbfded148e76d8ca8d69391;;{name} necesita un producto.
2e5388fa42d1c0f95d43adc2f2fcc5a3;;Ha respetado a {content1}  en {GetSocial C ac}.
2f2ce4eebbb971947bbdad3aaebec9bc;;Desaprueba {content1} en {GetSocial C ac}.
306d48f9bd5c41d4fc1ee8a7fef836a1;;{number} otros le sonrieron a esto.
31eed306b383db8b7a617863ddbb8bc6;;Se rió a carcajadas de {content1}.
3255c5f4cacedb2a5ca2d41ff0599ec5;;Alguién más desaprueba esto.
34998d9b354bdee74b210c399425e200;;Solicita {product1} en {GetSocial C ac}.
34aee92a8518d4c0665edea0f22322e3;;Se opone a {content1} en {GetSocial C ac}.
34f5db6351c31ef50fa394eecaefd724;;{name1} está de acuerdo con {content1}.
363a99301bdd49067dfe1f9af754e500;;{name} está de acuerdo con {number} contenidos.
38a803e257f6754125ac267e665aa45d;;{number} otros aplaudieron esto.
38c057fb24feea77a3f455770ba805cc;;Recomienda {content1} en {GetSocial C ac}.
3bc4a8bb45a887a8117de357479c9ad9;;{name} no está de acuerdo con {number} contenidos en {application}.
3c6690aff2e18963e183b8045d843d33;;No está de acuerdo con {content1}.
3d34e61995b4e08b68bb81131c666a8f;;{name1} solicita esto.
3de3d3de20b276e874ec0ab8ed2366da;;{name} desaprueba un contenido.
3fe69ea16bb73ad3bfffed5ec958b319;;{name} se opone a {number} contenidos en {application}.
41848e97356f0e71d2ea129a3b336abb;;{name} protesta en contra de un contenido en {application}.
422e991203ed03b3755df4d6f0091ff9;;{name1} está de acuerdo con esto.
42d81b9996758350e7def38fd4431eaa;;{name1} ha reaccionado a {content1}.
43fae09b507203581d9ecca383513fe8;;{name} ama {number} contenidos en {application}.
443ffb986975d2d65d43dcb71e0cb701;;Ha reaccionado a {content1}  en {GetSocial C ac}.
44fa11ccaade5d1e2da1bd0a3ebeda73;;Desaprueba {content1} en {GetSocial C ac}.
48377b7ed181f097034969affb4833a5;;Alguién más protesta en contra de esto.
497eaac44ebea7f55c3470cce912ca9a;;{number} otros han reaccionado a esto.
4d6a7957a0725a98cf06273b077d4eb3;;Se rió a carcajadas de {product1} en {GetSocial C ac}.
4e32fdeeee328069c7ed2039c8e4bbe8;;Se rió a carcajadas de {content1} en {GetSocial C ac}.
4f09b220d928715e4830fe9cd0335efc;;Alguien más apoya esto.
4fcc71428780b441210e7ceac77996fa;;Alguien más no está de acuerdo con esto.
55558236140ca32d1b337d4ba1627f85;;{name1} aprobó esto.
55f017553595eaa584707a8d5e3b5b16;;{name} quiere {number} productos.
5765df6a286da75f73fc1a5ae67872b2;;{number} otros necesitan esto.
59e4d6ee8b7f5a69623df96b4b215058;;{number} otros apoyan esto.
5d57121d4cfd1cf13764a4943e501550;;Pensó algo sobre {content1}.
5fda87af9edfeebfeb75c6e2feeec9ef;;Le sonrió a {content1} en {GetSocial C ac}.
6047eabc464425cfaf1a2f2b40dc11ef;;Necesita {product1} en {GetSocial C ac}.
64d79f6c84071bae163ecb146569a554;;{name} ha reaccionado a {number} productos.
6623e0e07ab65e2a9543d7dd0320e189;;{name} aprobó {number} productos.
6a8d21f7f3275dad4ab34570f13f827e;;{number} otros quieren esto.
7023f6aadf030f98c9f4d51637ef06a7;;{name1} ama {content1} en {GetSocial C ac}.
7184431a23e4931a391c42b74848ffd0;;Apoya {content1} en {GetSocial C ac}.
731d101681fe95b8ba044cd9f5ef63c8;;Le sonrió a {product1}.
73bd9ffba04fc19816f5e9d8507be685;;{name1} recomienda {content1} en {GetSocial C ac}.
7549544137d1a26d385d10a6b997f0ea;;{name} está de acuerdo con un contenido en {application}.
79d1391bdc2a6b1c051b1ea100f05247;;{name1} aplaudió {content1}.
7f5024cec07a443bf885b9d5d2d41df6;;1 otro ha respetado esto.
817662dac2c6db3511006867da851b6c;;{name} desaprueba {number} contenidos.
84d90d3d660935e4cf24ff88c1e7dc36;;{name1} aplaudió esto.
85016c1b090dd7d335f5d4ac77ff3d01;;{name} solicita un producto en {application}.
8603a151e5774971b22f9160d48850ed;;{number} otros se oponen a esto.
86ed6489d51f1f03ae9ce4947ade2160;;{name} le sonrió a {number} productos.
8a200d3160ea37db5831ca919d45363b;;{name1} se opone a esto.
8d612c354df687e6f500e89eacaed336;;Aplaudió {content1} en {GetSocial C ac}.
8d80f707a3ae74e2876b36bf9c263ae9;;{name1} se opone a {content1} en {GetSocial C ac}.
8eb3bc7b90620b0c219df472c0430c6e;;{name} se rió a carcajadas de un producto.
8f9c21738d8f9df607bd2cd0115fb0e7;;{name1} se rió a carcajadas de esto.
92b8e6282416d2ac676c091b62240ffb;;{name} le sonrió a un contenido.
92c8e73c2ee56ed62b1fad9eb4fc7d74;;Pensó algo sobre {content1} en {GetSocial C ac}.
948c30323ece40bda89553cf82984116;;Tiene {product1} en {GetSocial C ac}.
9672613493afbc13dfe0988f2306398c;;{name1} protesta en contra de esto.
98b579c0f932af0c2987a87448cb952e;;Está de acuerdo con {content1} en {GetSocial C ac}.
98cc3d51747791a96e3e24b604058eb1;;Alguien más necesita esto.
995d2313bef2d7ea05f5b4c067f092d0;;{name} desea {number} productos en {application}.
996c6147356d7c78a464f0dc11df7205;;Un contenido que {name} recomienda.
99c7b8dc9acd6ff05b3f26dc29094db2;;{name1} no está de acurdo con{content1} en {GetSocial C ac}.
9d2474ac14f10dd170cf747082663b62;;{name} ha reaccionado a {number} contenidos en {application}.
9d2529e8dab7ffffeafd9513ca90de73;;Apoya {content1} en {GetSocial C ac}.
a1b9b4af0ac96a7702e4d345243ffbf8;;{number} otros desaprueban esto.
a3011ac979b67a50c75b4901ce2bc26b;;{name1} solicita {product1} en {GetSocial C ac}.
a547fc49db1db5170c0b9356d5fa04bb;;Recomienda {content1} en {GetSocial C ac}.
a638c204eb1d6b647cef51f156a09d27;;Se opone a {content1} en {GetSocial C ac}.
aaab777eeca0144e5c0d8a00e8073d68;;{name} recomienda {number} productos en {application}.
ac089cb9f6d122f521111fb3405ee94c;;{name1} apoya esto.
ac0b55935a4ba96c25cd131d2fb90ffe;;Desea {product1} en {GetSocial C ac}.
aee5f5b16eb2c7e079ccaecf32c8d117;;Le sonrió a {product1} en {GetSocial C ac}.
aff6251ed0c9a26fa16a2d3ae50cc267;;{name1} se rió a carcajadas de {content1} en {GetSocial C ac}.
b23fd743325a665e8385601b15a4bd27;;Ha reaccionado a {product1}  en {GetSocial C ac}.
b4e8584d2c937b7e092284bb24f4b23d;;{name1} desea {product1}.
b53c8bf5531251ca1462f39655a53a9c;;Alguien más solicita esto.
b604afbdad64db45ae0d470a2991c3fd;;Alguién más se opone a esto.
b666034e4c6c4ca1112928caf95464b1;;{name1} pensó algo sobre {content1} en {GetSocial C ac}.
b68bcfc39e23bc48e961495bb0960dc1;;Quiere {product1} en {GetSocial C ac}.
bbb253e3064b0aced40209ad326ef703;;{name} aprobó un contenido en {application}.
be1f977b4072ab81ce930905f3e42740;;{name} le sonrió a un producto en {application}.
be4a64338756a5da677a6551f8824bcb;;Ha reaccionado a {content1}  en {GetSocial C ac}.
be79673232cd8830efc5f12c2e2839c2;;Aprobó {content1} en {GetSocial C ac}.
bf01bfcf3cd17f11bb89ae19e8e9afa0;;Alguien más está de acuerdo con esto.
c06028e128d8a6d93e93624994a02e5b;;{number} otros no están de acuerdo con esto.
c0b779339f6cc83101109eb8160537ed;;{name} ha reaccionado a un producto en {application}.
c3c835b19806f07781ad1aa1a4b28644;;Alguien más se rió a carcajadas de esto.
c3df37352322e76dce3712c0bad17b20;;{name} apoya {number} contenidos en {application}.
c4a24c8c3291f196ab9a852c634fdb7c;;{name1} ha reaccionado a esto.
c5b4dba9ad7218a1f57083e885f4f17e;;No está de acuerdo con {content1} en {GetSocial C ac}.
c74e35339e477c0dbe9fb3ca52cd841d;;{name1} tiene {product1} en {GetSocial C ac}.
c7ab20e58bafa1eb633e7465a8ed1aa3;;Solicita {product1} en {GetSocial C ac}.
cd4f33df7f8130442f753b1d446c1a33;;{name} pensó algo sobre un contenido en {application}.
cde122052fdd6598d72e87705bf93a95;;{name1} necesita esto.
ce0f43f700c22830d34a0cc58012ccbd;;{number} otros aprobaron esto.
ce843d3ae7c25cb326d1ce4245585d56;;{name1} se rió a carcajadas de {product1} en {GetSocial C ac}.
d0fb7eb30f9bc0774d3795e3b240dba6;;{name1} ama {product1}.
d25383ead0d2d74a85ced0a1b7a7b31c;;Está de acuerdo con {content1} en {GetSocial C ac}.
d8c35846d505c1eb30f4d9d828106065;;{name} no está de acuerdo con un contenido en {application}.
d9f7f7cb14f8f1086679fe079338ec31;;{name} ama un contenido.
da00f6509a758db2f6b6c2f4d19a9862;;Le sonrió a {content1} en {GetSocial C ac}.
da3c09d39703ccdf0863e56a364da678;;{name1} ha reaccionado a {product1} en {GetSocial C ac}.
daacb50b5cd2173f98f655942a03739b;;{name} necesita {number} productos en {application}.
db290e3998845e6fd2c869d18f11b3f3;;{number} otros protestan en contra de esto.
e13673083d30e57cbcddec894504ec24;;{number} otros han respetado esto.
e185d0f27a0f21f9802899b1bdc0a269;;{name1} no está de acuerdo con esto.
e2f901e6c6d7c6cc358470bb9e7cff96;;{name} pensó algo sobre {number} contenidos en {application}.
e4a25e1f82c433f8ee3a5ba35778cf54;;{name1} le sonrió a {content1} en {GetSocial C ac}.
e71d3b2653915fa62b3f6ce00f01f81c;;Aplaudió {content1} en {GetSocial C ac}.
e73883c70bced1854d599557f48ecd93;;Ama {content1} en {GetSocial C ac}.
e91afddb153d8620ebb9036ea5dcf6ec;;{name} se rió a carcajadas de {number} contenidos.
e9d52677b5670521adabf00c53cdf033;;{number} otros están de acuerdo con esto.
