004fcaa7213d182c40765ec8e6c82f52;{name1} and {name count others} are suggesting {product count products} on {Me Gusta}.;
fbd582f6b3c5d8f106daea1847f0c0cc;{name count} others;{name count} otros
0155c92d44896e8c0eb8832116ff3b07;{name1} wished this.;
016119585304f9f91300cf94d18a332b;{name1} and {name2} loved {product1} and {product count other products} on {Me Gusta}.;{name1} y {name2} aman {product1} y {product count other products} en {Me Gusta}.
01a3d1db8e40a3cfe130a4ae7ffa29d3;{name1} and {name2} wanted this.;
0260d670c61f4c31bf2e544509000472;{name1} and {name count} others loved this.;{name1} y {name count} otros aman esto.
02809763922dcedb41e1be241a8e0790;{name} had a product on {application}.;{name} tiene un producto en {application}.
02dcedc61552d7680c8e0b39214f79d7;{name} thought {number} products on {application}.;
036bc226027a7ab8f48d6e66fe2b929c;{name1} and {name count others} are wanting {product count products}.;
04473b40febcec06ef72b2cb210591e7;{name1} and {name count others} are wishing for {product1} and {product2} on {Me Gusta}.;
04812aa3397eb6f7a96a2eff7f08b3c0;1 other wished this.;
05ad2a3db9eaec7a5f9875f7d1dc3de3;You and {name count} others thought this.;
05b48b484a2e128fffe2cf77b7b35ebd;a product he wished for;un producto que él desea
05b78d7a1fd6a02184d2f3771f9e98df;{name1} and {name2} asked you for {=[count] contents and other requests}.;
05ddcb9691b2b7bd403fe0c60ba155fb;{name1} and {name2} loved this.;{name1} y {name2} aman esto.
0692eef059daabb5556f2cfd4aa2678d;{name} asked you for {=[count] products and other requests}.;
f9fc392bb00057f8eb86a8dda614ea0f;{product count} other products;{product count} otros productos
f9f5b00bfb08c09564db56eebfe2b011;{product count} products;{product count} productos
080a8c277882b35416b92d752f386e85;You and {name1} thought about this.;Usted y {name1} pensaron algo sobre esto.
091e268b646b60efd83b77e7d08ba32b;{name1} and {name2} sent you {=a content and other requests}.;
094ef7fd90d36c3cf221ffac444ceffc;{name} asked you for {=a product}.;
09c829f4aab3ffc07fb0b824ec05b876;{name1} and {name2} are wishing for {product count products} on {Me Gusta}.;
d3d6e8564ca5d617e86765d19e869573;a content and other requests;
0b219e7ec695f63a407863416a3060fc;{name} wished for {number} products on {application}.;{name} desea {number} productos en {application}.
0b3b35667352c9567bcc7b47077e0456;{name} wants {number} products.;
0bd835ab429bea6b23f0742f1d74d6e7;{name} sent you {=a content and other requests}.;
0c954fe6a69e0342fa8166f1971b0ce8;a product she wants;
0cb9bfb1faa1cfed963c377a7a7b9093;{name1} and {name2} loved {product count products} on {Me Gusta}.;{name1} y {name2} aman {product count products} en {Me Gusta}.
0cdd5bc5d1265206fbe2f61deebebb7a;{name1} is wanting {product1}.;
675ac1493f6bc3901164134c8996b3bc;1 content;1 contenido
0e18984de30855f8269c9c4d329fc40c;{name} is thinking a product on {application}.;
0eb7954d817f8c1550f80e1c7ebba864;{name1} and {name2} thought about {product1} and {product2} on {Me Gusta}.;{name1} y {name2} pensaron algo sobre {product1} y {product2} en {Me Gusta}.
0f9a24808340d55640c2de2b5e3a3295;{name} had {number} products.;{name} tiene {number} productos.
103ce5320c19756010c8be70a4bddaaf;products he wished;
11107c4a4110014c0e625dccfac42593;{number} others wished for this. Be the first of your friends.;{number} otros desean esto. Sé el primero de tus amigos.
119b7eeeee975394bcdc4b7b482be4f3;products she wished for;productos que ella desea
11c2daa0b3b7a671e06f9a66b606f99a;Is thinking {product1}.;
12214acb1b8821f54e87adaa3a2a13ef;a product you loved;un producto que usted ama
12473e0f5fb2bed0765c1bd8301e3a87;{name1} and {name2} are suggesting {product1} on {Me Gusta}.;
12e1e706b42dcc1b8606a28f4952e4e9;{name1} and {name2} thought this.;
131f6840a6e9a9bc6190c5a1116eda69;{name1} and {name count others} are loving {product1} and {product2} on {Me Gusta}.;
13584b0f044d6fb5ba5d9458599639b4;{name1} and {name count others} loved {product count products} on {Me Gusta}.;{name1} y {name count others} aman {product count products} en {Me Gusta}.
1472446c367cf4b23c2dbcdb19f76bf8;{name1} and {name count others} thought about {product1} on {Me Gusta}.;{name1} y {name count others} pensaron algo sobre {product1} en {Me Gusta}.
f70b9c2eba901784372428d9eeec28b4;a product;un producto
1510e39af468375d837a2d8a0226ce79;a product they wants;
16c70ba7af6652d3446fc48eb7c87044;{name1} loved {product1} and {product2} on {Me Gusta}.;{name1} ama {product1} y{product2} en {Me Gusta}.
1764455f401852989a25108fe0ee9d96;{name1} is suggesting a product on {Me Gusta}.;
183d04f55bd9a43740bc5c5f44875c65;{name} had a product.;{name} tiene un producto en {application}.
1867222a15801cd470ffab5b5fea8fbe;{name} is having {number} products on {application}.;
f2ace12286df5e5bc28eac65cbfed52f;{count} contents and other requests;
18a1df18a9dadf05e126332066f117e5;{name1} wants this.;
18ba6228cd1c64efba63e56cc0d79ae7;{name1} and {name count others} sent you {=a product and other requests}.;
1957f8dc3a2206e0edc34af5e6aef500;1 other wished for this.;Alguien más desea esto.
