es_LA;004fcaa7213d182c40765ec8e6c82f52;{name1} and {name count others} are suggesting {product count products} on {Me Gusta}.;
es_LA;0155c92d44896e8c0eb8832116ff3b07;{name1} wished this.;{name1} desea esto.
es_LA;016119585304f9f91300cf94d18a332b;{name1} and {name2} loved {product1} and {product count other products} on {Me Gusta}.;{name1} y {name2} aman {product1} y {product count other products} en {Me Gusta}.
es_LA;f9f5b00bfb08c09564db56eebfe2b011;{product count} products;{product count} productos
es_LA;0260d670c61f4c31bf2e544509000472;{name1} and {name count} others loved this.;{name1} y {name count} otros aman esto.
es_LA;02809763922dcedb41e1be241a8e0790;{name} had a product on {application}.;{name} tiene un producto en {application}.
es_LA;fbd582f6b3c5d8f106daea1847f0c0cc;{name count} others;{name count} otros
es_LA;f8f85a53de872821de7c4ab1e7344f22;{product count} other products;{product count} otros productos
es_LA;04812aa3397eb6f7a96a2eff7f08b3c0;1 other wished this.;Alguien más desea esto.
es_LA;05b78d7a1fd6a02184d2f3771f9e98df;{name1} and {name2} asked you for {=[count] contents and other requests}.;
es_LA;05ddcb9691b2b7bd403fe0c60ba155fb;{name1} and {name2} loved this.;{name1} y {name2} aman esto.
es_LA;0692eef059daabb5556f2cfd4aa2678d;{name} asked you for {=[count] products and other requests}.;
es_LA;080a8c277882b35416b92d752f386e85;You and {name1} thought about this.;Usted y {name1} pensaron algo sobre esto.
es_LA;080c7a72d1bdcd281d1646a03c3d3985;{name1} is wishing a product on {Me Gusta}.;
es_LA;091e268b646b60efd83b77e7d08ba32b;{name1} and {name2} sent you {=a content and other requests}.;
es_LA;094ef7fd90d36c3cf221ffac444ceffc;{name} asked you for {=a product}.;
es_LA;d3d6e8564ca5d617e86765d19e869573;a content and other requests;
es_LA;0ac53a772890bf8bf2e8beffec800257;{name1} is wishing {product count products} on {Me Gusta}.;
es_LA;0bd835ab429bea6b23f0742f1d74d6e7;{name} sent you {=a content and other requests}.;
es_LA;0c49ef5523e3bcb5277d975ed52d234d;{name1} is wishing {product1} and {product2} on {Me Gusta}.;
es_LA;0cb9bfb1faa1cfed963c377a7a7b9093;{name1} and {name2} loved {product count products} on {Me Gusta}.;{name1} y {name2} aman {product count products} en {Me Gusta}.
es_LA;675ac1493f6bc3901164134c8996b3bc;1 content;1 contenido
es_LA;0e101aaa3b7a657339d2540e30cbe399;Is wishing {product1} on {Me Gusta}.;
es_LA;0eb7954d817f8c1550f80e1c7ebba864;{name1} and {name2} thought about {product1} and {product2} on {Me Gusta}.;{name1} y {name2} pensaron algo sobre {product1} y {product2} en {Me Gusta}.
es_LA;0f9a24808340d55640c2de2b5e3a3295;{name} had {number} products.;{name} tiene {number} productos.
es_LA;103ce5320c19756010c8be70a4bddaaf;products he wished;productos que él desea
es_LA;1211f2fa554d8d7255e12442b2771bbb;{name1} and {name count others} are thinking about {product1} and {product count other products} on {Me Gusta}.;
es_LA;12214acb1b8821f54e87adaa3a2a13ef;a product you loved;un producto que usted ama
es_LA;12473e0f5fb2bed0765c1bd8301e3a87;{name1} and {name2} are suggesting {product1} on {Me Gusta}.;
