es_ES;0007305bc423f7a33ff197288b09c9d9;a product {name} fancied;;Un producto que {name} quiere.
es_ES;005bdad426fd70b2213a2477eab85764;{name count} others;In the phrase: "{name1} and {name count others} had {product1} on {GetSocial C ac}.";
es_ES;00632e74769d0451c4af18fd93863d44;{name} protested at {number} contents on {application}.;;
es_ES;00bbe266d213f31bc296b986633f9e19;{name1} suggested {product count products} on {GetSocial C ac}.;;{name1} recomienda {product count products} en {GetSocial C ac}.
es_ES;0155c92d44896e8c0eb8832116ff3b07;{name1} wished this.;;
es_ES;01bc2183aff4ce132648c3c6c920217a;{name count} others;In the phrase: "{name1} and {name count others} thought about {product1} and {product2} on {GetSocial C ac}.";
es_ES;022552e9f65eb5b8230977c0b3a2f53d;{name} opposed a content.;;{name} se opone a un contenído
es_ES;0246b8147bd964102144f0bbbefe3232;{product count} products;In the phrase: "{name1} and {name2} wished {product count products} on {GetSocial C ac}.";
es_ES;025112e3ae4e9ba30585a7b89db90442;{product count} products;In the phrase: "{name1} reacted to {product count products} on {GetSocial C ac}.";
es_ES;02512919b7bf9fea81dfe519535ab473;{content count} contents;In the phrase: "{name1} and {name2} agreed with {content count contents} on {GetSocial C ac}.";
es_ES;0260d670c61f4c31bf2e544509000472;{name1} and {name count} others loved this.;;{name1} y {name count} otros aman esto.
es_ES;02809763922dcedb41e1be241a8e0790;{name} had a product on {application}.;;
es_ES;02aafb7ac1af2f42c560a1d0ef11982c;contents they disapproved;;Contenídos que ellos desaprueban.
es_ES;02cce8473a9e7659e228eb814562552c;contents you approved;;
es_ES;03b22a87aebcbcb52b03cacc1f4ce946;Respected {content1} on {GetSocial C ac}.;;
es_ES;03c0a847025d2d1542ba9f633adc98b9;contents he approved;;
es_ES;03d3a6cd9b51645ed9d7b27f5197b01d;{name1} and {name count others} opposed {content count contents} on {GetSocial C ac}.;;{name1} y {name count others} se oponen a {content count contents} en {GetSocial C ac}.
es_ES;03e64b377ec9070d19fd7c7061ed6174;{name} demanded a product on {application}.;;
es_ES;03e70af99ddf548187f0a90c65e3bc3d;{name} applauded a content.;;{name} aplaudió un contenido.
es_ES;044057f9592aa5275c0f930f6b39f516;{name} approved a content on {application}.;;
es_ES;0471d8bd5ec39cae5659c0fc7ece67f8;a content {name} disagreed with;;
es_ES;04722ddb2baf98d65138dd8e15812c3c;{name1} and {name2} reacted to {content1} and {content2} on {GetSocial C ac}.;;
es_ES;04812aa3397eb6f7a96a2eff7f08b3c0;1 other wished this.;;
es_ES;048a213537558bed200ae2ecb5129315;{name1} suggested {product1} and {product count other products} on {GetSocial C ac}.;;{name1} recomienda {product1} y {product count other products} en {GetSocial C ac}.
es_ES;04a54b0e7a20a12e247a2f9a3635f762;{name1} and {name count others} wished {product1} on {GetSocial C ac}.;;{name1} y {name count others} desean {product1} en {GetSocial C ac}.
es_ES;04ae60509c1f0ba94dc21a2fd035bd79;a content they disapproved;;Un contenído que ellos desaprueban.
es_ES;04b9483f7ed7cb09825f5ca79c4d5793;{name count} others;In the phrase: "{name1} and {name count others} reacted to {product count products} on {GetSocial C ac}.";
es_ES;04e140b179f30e04f0662e2d33ee7cad;You opposed this.;;Usted se opone a esto
es_ES;053779195bdadf84808a31de589e5d12;{name1} and {name count others} disapproved {content1} on {GetSocial C ac}.;;{name1} y {name count others} desaprueban {content1} en {GetSocial C ac}.
es_ES;059d0a2b9363ee7e9021f28c3067f67c;products she lolled at;;
es_ES;05ddcb9691b2b7bd403fe0c60ba155fb;{name1} and {name2} loved this.;;{name1} y {name2} aman esto.
es_ES;0669ced7c2caba29da8868369e7e9990;contents he supported;;Contenídos que él apoya.
es_ES;067c2686e65fa2979b1192eaf385135d;{name1} lolled at a content on {GetSocial C ac}.;;{name1} se ríe a carcajadas de un contenído en {GetSocial C ac}.
es_ES;068b9ec370b8d4e4adb328c95db7ed3c;{name count} others;In the phrase: "{name1} and {name count others} thought about {content count contents} on {GetSocial C ac}.";
es_ES;06c85191a346088a5b91585a8c4c395f;1 other respected this. Be the first of your friends.;;
es_ES;06d91db5d073e7859ac11628dd9c8807;{name1} respected this.;;
es_ES;06f3fcc7c5be525a88b933aac4770acd;{name1} and {name2} loved {content1} on {GetSocial C ac}.;;{name1} y {name2} aman {content1} en {GetSocial C ac}.
es_ES;07451ce3fdafc885585ed8ff60cc1d85;Loved {product1} on {GetSocial C ac}.;;Ama {product1} en {GetSocial C ac}.
es_ES;07b0641c50a34bdd57a08d8050f6a5d9;{name1} disagreed with {content1} and {content count other contents} on {GetSocial C ac}.;;{name1} no está de acuerdo con {content1} y {content count other contents} en {GetSocial C ac}.
es_ES;07c2d79eedc27312876bc4facfd54fbe;1 other reacted to this. Be the first of your friends.;;
es_ES;080a8c277882b35416b92d752f386e85;You and {name1} thought about this.;;
es_ES;08209052d6b0affea914211022649fa9;contents they suggested;;Contenídos que ellos recomiendan
es_ES;0821c9d87c9be6d53411be15f546717a;Lolled at {product1}.;;
es_ES;083831766aea05c63202537367daaca9;{product count} products;In the phrase: "{name1} and {name count others} had {product count products} on {GetSocial C ac}.";
es_ES;0868d06d67b9f8628c4903126013472c;{product count} other products;In the phrase: "{name1} had {product1} and {product count other products} on {GetSocial C ac}.";
es_ES;0882280bdb4dc4748106995468c0e5d3;{name1} and {name count others} suggested a content on {GetSocial C ac}.;;{name1} y {name count others} recomiendan un contenído en {GetSocial C ac}.
es_ES;08db1da796155a25abb84d9ac15f35bf;a content you loved;;Un contenído que usted ama.
es_ES;0961c97b0194c54871b888ccf83f0a83;1 other agreed with this. Be the first of your friends.;;
es_ES;098b8a03a3e19185869b5cd3eb2930c9;{content count} other contents;In the phrase: "{name1} and {name count others} thought about {content1} and {content count other contents} on {GetSocial C ac}.";
es_ES;098e5f49e59ca9023c77c9fd60e64c05;products he smiled at;;
es_ES;09c0f06ea7bff075a11ee8fe9911b1c1;contents he thought about;;
es_ES;09c9ce1f9eb499a39837507b69ce9516;{name1} and {name count others} disagreed with {content1} and {content count other contents} on {GetSocial C ac}.;;{name1} y {name count others} no están de acuerdo con {content1} y {content count other contents} en {GetSocial C ac}.
es_ES;09e13a93ccb75856b59272a2025c1f30;a content they supported;;Un contenído que ellos apoyan.
es_ES;09f562b9f56c38af2e68ae61ec03c1d7;{name1} thought about {content1} and {content count other contents} on {GetSocial C ac}.;;
es_ES;0a5c24258e6da03291db0b6c11b479ed;{name1} and {name2} lolled at a content on {GetSocial C ac}.;;{name1} y {name2} se ríen a carcajadas de un contenído en {GetSocial C ac}.
es_ES;0a768caebe397335ff5ddf84413c89c4;{name1} and {name count others} supported {content1} on {GetSocial C ac}.;;{name1} y {name count others} apoyan {content1} en {GetSocial C ac}.
es_ES;0ad856edd8f4637e971d706d5ec6dd10;{name1} supported {content1}.;;{name1} apoya {content1}.
es_ES;0ad9a1de3e5873577da162dd7e73f062;{name} supported {number} contents on {application}.;;
es_ES;0af81fb8ca3b34139e685e8029260c1e;a content they applauded;;Un contenído que ellos aplaudieron.
es_ES;0b13710321eb4c61a0e6f5d978f3b042;{name1} and {name2} supported {content1} and {content2} on {GetSocial C ac}.;;{name1} y {name2} apoyan {content1} y {content2} en {GetSocial C ac}.
es_ES;0b8a665ebd728f52d057ab100d76569f;{name count} others;In the phrase: "{name1} and {name count others} applauded {content1} and {content count other contents} on {GetSocial C ac}.";
es_ES;0ba2dc386831fad158910314d114103b;{name1} and {name2} lolled at {product count products} on {GetSocial C ac}.;;{name1} y {name2} se ríeron a carcajadas de {product count products} en {GetSocial C ac}.
es_ES;0ba70b88709f2e82ab236d1b6a1893b6;{name} supported a content.;;{name} apoya un contenído.
es_ES;0baf5b436afbf94937d43dcb025c7066;{product count} other products;In the phrase: "{name1} wished {product1} and {product count other products} on {GetSocial C ac}.";
es_ES;0bd23904485f6a2bee9271a1aada71a0;{content count} contents;In the phrase: "{name1} respected {content count contents} on {GetSocial C ac}.";
es_ES;0c42d3c3ca162acaffb3e7800e9de69d;{name1} and {name2} disapproved {content count contents} on {GetSocial C ac}.;;{name1} y {name2} desaprueban {content count contents} en {GetSocial C ac}.
es_ES;0c4e6dce7ae05b84245bb874e7163a39;{name1} and {name2} smiled at {content1} and {content2} on {GetSocial C ac}.;;{name1} y {name2} le sonríen a {content1} y {content2} en {GetSocial C ac}.
es_ES;0c52d8ec5d507aeac94b208c26f3579f;Approved {content1} on {GetSocial C ac}.;;
es_ES;0c5e717569bb4546fc09a5b66ca77a1a;contents they reacted to;;
es_ES;0c7d4408a1ddc0683d87a2f2e32f0fb2;You and {name1} reacted to this.;;
es_ES;0cbe59c6fb3607f023f0412205985746;{name1} and {name2} opposed {content count contents} on {GetSocial C ac}.;;{name1} y {name2} se oponen a {content count contents} en {GetSocial C ac}.
es_ES;0cca1f704ae3180aa3f0c79f295a39d9;{name} loved {number} contents on {application}.;;
es_ES;0d0b4a3e4248ae78c73c5994ab63fd0a;You and {number} others needed this.;;Usted y {number} otros necesitan esto.
es_ES;0dcbcc37dcfc35cb3de11a958a201f06;{name1} lolled at {product count products} on {GetSocial C ac}.;;{name1} se ríe a carcajadas de {product count products} en {GetSocial C ac}.
es_ES;0ddb1bbe5a455cdc7b42d8cf30ef8cfc;{name count} others;In the phrase: "{name1} and {name count others} suggested {content1} on {GetSocial C ac}.";
es_ES;0de0b91635b3f63bbbe87fc95244d0d8;contents she thought about;;
es_ES;0dec921b36792f64f9495d2c634a01ed;{name} applauded a content on {application}.;;
es_ES;0dff5c17c2c568390fcad5ec5b4ea7b1;contents you applauded;;Contenídos que ellos aplaudieron.
es_ES;0e34e65910d0a84a354b580f0e04b2f2;a content {name} applauded;;Un contenído que {name} aplaudió.
es_ES;0e65f4145c964a11220983cf5266a839;{name1} smiled at this.;;
es_ES;0e7a656982de9b451d737fd1b1259acc;a content he applauded;;Un contenído que él aplaudió.
es_ES;0e8105f526a32af3a49d38787615c728;{name count} others;In the phrase: "{name1} and {name count others} thought about {product count products} on {GetSocial C ac}.";
es_ES;0e92075b72dc0143023e21e1a3f122e6;{name count} others;In the phrase: "{name1} and {name count others} respected {content1} on {GetSocial C ac}.";
es_ES;0e954368455629b313f0f769d3a45a92;{name count} others;In the phrase: "{name1} and {name count others} thought about {content1} and {content2} on {GetSocial C ac}.";
es_ES;0ecc120e2b2de43bfeec296029062ace;{name count} others;In the phrase: "{name1} and {name count others} disagreed with {content count contents} on {GetSocial C ac}.";
es_ES;0ed10df25e3f6ba4d84ad2351ed0d49b;{content count} other contents;In the phrase: "{name1} and {name2} smiled at {content1} and {content count other contents} on {GetSocial C ac}.";
es_ES;0ee7903c876ba0ed5f66f7da57b7f470;{name1} wished a product on {GetSocial C ac}.;;{name1} desea un producto en {GetSocial C ac}.
es_ES;0eebe7cbddb7d9ab7981aa071e590d59;Loved {content1} on {GetSocial C ac}.;;Ama {content1} en {GetSocial C ac}.
